From	To
Q8IYA2	CCDC144CP
Q8NCU7	C2CD4A
A6NLJ0	C2CD4B
Q96EU7	C1GALT1C1
P09871	C1S
B7Z1M9	C2CD4D
Q9BWL3	C1orf43
Q6ZS94	C1orf229
Q5SVJ3	C1orf100
O95561	C1orf105
Q9Y376	CAB39
Q86V35	CABP7
P00915	CA1
Q9ULB4	CDH9
Q5VU97	CACHD1
Q8N126	CADM3
P27797	CALR
P20807	CAPN3
Q6MZZ7	CAPN13
Q86UW7	CADPS2
Q9BXL6	CARD14
Q96F07	CYFIP2
P59826	BPIFB3
O95696	BRD1
Q8TDC3	BRSK1
Q6RI45	BRWD3
Q8WY22	BRI3BP
Q96KE9	BTBD6
Q13410	BTN1A1
Q8WVV5	BTN2A2
Q96KV6	BTN2A3P
Q5T3Y7	BVES-AS1
Q99643	SDHC
A0A1B0GU71	CFAP97D2
Q8TCZ2	CD99L2
Q9UKL3	CASP8AP2
Q9H425	C1orf198
Q9H8G2	CAAP1
Q8N1D5	C1orf158
Q5T0J3	C1orf220
A0A0U1RR37	C1orf232
Q9NY47	CACNA2D2
P57796	CABP4
Q9UJ99	CDH22
P55287	CDH11
P55290	CDH13
O43497	CACNA1G
P40123	CAP2
Q9HC96	CAPN10
Q86X55	CARM1
Q14511	NEDD9
O15528	CYP27B1
Q15582	TGFBI
Q6NZY7	CDC42EP5
P22003	BMP5
Q3C1V8	BSX
Q8WZ55	BSND
O75150	RNF40
P46736	BRCC3
Q6PL45	BRICD5
A2RUR9	CCDC144A
P19099	CYP11B2
Q13901	C1D
Q9NR16	CD163L1
Q7Z5L3	C1QL2
Q9H0H9	CYP4F30P
Q8WWF8	CAPSL
Q5XLA6	CARD17
Q8N187	CARF
Q96CA5	BIRC7
Q9UMX3	BOK
O00238	BMPR1B
Q9H3K6	BOLA2
Q9H3K6	BOLA2B
Q6PGQ7	BORA
Q9H3Q1	CDC42EP4
Q8NFQ5	BPIFB6
Q00587	CDC42EP1
Q8NFQ6	BPIFC
P32247	BRS3
O60885	BRD4
Q10588	BST1
Q5VW32	BROX
Q9ULD4	BRPF3
Q14201	BTG3
Q9P203	BTBD7
Q9BSF8	BTBD10
P0C862	C1QTNF9
P02745	C1QA
O14569	CYB561D2
P00736	C1R
P35219	CA8
Q13939	CCIN
P27824	CANX
Q9NSI6	BRWD1
P38398	BRCA1
Q76B58	BRINP3
Q9BX70	BTBD2
Q9UIR0	BTNL2
A8MVZ5	BTNL10
Q32M84	BTBD16
C9JJ37	BTBD19
Q9UBR1	UPB1
Q69YN2	CWF19L1
B2RNN3	C1QTNF9B
Q2TBE0	CWF19L2
Q8TF44	C2CD4C
Q9Y426	C2CD2
Q4AC94	C2CD3
Q86YS7	C2CD5
Q9Y6E2	BZW2
P21730	C5AR1
Q7Z3S7	CACNA2D4
Q5T7R7	C1orf185
Q5TEV5	C1orf134
Q5TG92	C1orf195
Q5JVX7	C1orf141
Q96MC9	C1orf147
Q96HA4	C1orf159
Q9P1Z2	CALCOCO1
Q96KC9	CABS1
O75952	CABYR
Q15878	CACNA1E
Q12864	CDH17
Q9BY67	CADM1
P27482	CALML3
P0DP24	CALM2
Q08AD1	CAMSAP2
Q9NYX4	CALY
Q9UMQ6	CAPN11
O75052	NOS1AP
Q6ZSI9	CAPN12
Q9Y6W3	CAPN7
A6NHC0	CAPN8
O14815	CAPN9
P63098	PPP3R1
Q14444	CAPRIN1
Q6IMN6	CAPRIN2
P47756	CAPZB
Q9BWT7	CARD10
Q9BRD0	BUD13
Q07021	C1QBP
O14523	C2CD2L
O75973	C1QL1
Q4G0S4	CYP27C1
Q96MC4	CEP295NL
Q9Y5P4	COL4A3BP
Q96LT6	C1orf74
Q8IYL3	C1orf174
Q8NAE3	LINC01555
Q8NDD1	C1orf131
Q5JT78	C1orf137
B1AJZ1	C1orf196
Q5VVC0	C1orf146
Q8IVY1	C1orf210
Q9Y6J0	CABIN1
P54289	CACNA2D1
P54284	CACNB3
Q6ZSJ8	C1orf122
Q9HBT6	CDH20
Q9ULB5	CDH7
Q01668	CACNA1D
Q9NS85	CA10
Q86XJ0	CALHM3
Q5JW98	CALHM4
P07451	CA3
P22223	CDH3
Q9Y2D0	CA5B
P33151	CDH5
P01258	CALCA
Q13698	CACNA1S
P22676	CALB2
Q02641	CACNB1
Q96GE6	CALML4
Q9NZT1	CALML5
P10092	CALCB
P30988	CALCR
O75155	CAND2
O75808	CAPN15
P04066	FUCA1
Q3SYB3	FOXD4L6
Q9BT04	FUZ
O14976	GAK
A6NGK3	GAGE10
Q4V321	GAGE13
P87889	ERVK-10
O75899	GABBR2
P63130	ERVK-7
O14558	HSPB6
Q9BQS6	HSPB9
O75879	GATB
P86397	HTD2
Q99081	TCF12
Q86XA9	HEATR5A
Q9P2D3	HEATR5B
Q92743	HTRA1
O43464	HTRA2
P83110	HTRA3
P83105	HTRA4
Q8TDB4	MGARP
Q8IVP5	FUNDC1
Q96D09	GPRASP2
P54826	GAS1
P32239	CCKBR
Q10472	GALNT1
Q9UJY1	HSPB8
Q9BUP3	HTATIP2
Q8N5D6	GBGT1
Q9BY60	GABARAPL3
Q8WZA8	GCRG224
Q01362	MS4A2
Q9UKA2	FBXL4
Q7L513	FCRLA
Q6BAA4	FCRLB
Q9UKT8	FBXW2
P31512	FMO4
Q9BVV2	FNDC11
Q53EP0	FNDC3B
Q4ZHG4	FNDC1
Q9H6D8	FNDC4
Q8NAU1	FNDC5
Q8TC99	FNDC8
Q12948	FOXC1
P01100	FOS
O95684	FGFR1OP
P58012	FOXL2
Q8IVH2	FOXP4
Q92837	FRAT1
Q9Y2L6	FRMD4B
P02792	FTL
O95633	FSTL3
P09429	HMGB1
Q68CZ1	RPGRIP1L
Q9Y231	FUT9
Q8NI29	FBXO27
P31994	FCGR2B
Q6PIJ6	FBXO38
O75015	FCGR3B
Q969P5	FBXO32
Q9UK97	FBXO9
Q5FWF7	FBXO48
Q9UKC9	FBXL2
O14526	FCHO1
Q96P31	FCRL3
Q9Y324	FCF1
Q8N531	FBXL6
Q9NRD1	FBXO6
Q969H0	FBXW7
Q8N3Y1	FBXW8
P49771	FLT3LG
A8MYX2	FAM25E
O43155	FLRT2
Q9NZU0	FLRT3
Q8N0W7	FMR1NB
Q9UGQ2	CACFD1
O14772	FPGT
Q16676	FOXD1
Q5VV16	FOXD4L5
P22083	FUT4
Q96CP2	FLYWCH2
Q9NXK8	FBXL12
Q13066	GAGE2B
Q13066	GAGE2C
Q4V326	GAGE2E
Q9UFP1	GASK1A
Q9UBC7	GALP
Q9HDB9	ERVK-5
P47211	GALR1
Q6ZQN5	FOXI2
Q96NB1	FOPNL
Q9H334	FOXP1
P10072	HKR1
P25090	FPR2
Q86XX4	FRAS1
A8MWK0	FADS2P1
P01225	FSHB
O95876	WDPCP
P52926	HMGA2
Q9BTV5	FSD1
Q12841	FSTL1
Q8N461	FBXL16
Q8IWF2	FOXRED2
Q14802	FXYD3
Q96DB9	FXYD5
Q9H0Q3	FXYD6
Q9BYC5	FUT8
Q6P4F1	FUT10
P19526	FUT1
P63126	ERVK-9
Q06546	GABPA
Q6UWH4	GASK1B
Q8NB37	GATD1
P34059	GALNS
Q14376	GALE
Q92949	FOXJ1
O43524	FOXO3
P15407	FOSL1
P55316	FOXG1
P17096	HMGA1
Q9C0B1	FTO
A2VDF0	FUOM
Q11128	FUT5
Q11130	FUT7
Q6ZQY3	GADL1
P54803	GALC
Q9NY28	GALNT8
Q14393	GAS6
Q10471	GALNT2
Q14512	FGFBP1
Q6ZV73	FGD6
Q15751	HERC1
O95714	HERC2
P31513	FMO3
O95466	FMNL1
Q9Y5Y0	FLVCR1
Q9Y2H6	FNDC3A
Q96RU3	FNBP1
A8MTJ6	FOXI3
Q12950	FOXD4
Q12778	FOXO1
Q96I24	FUBP3
Q9BWH2	FUNDC2
Q5VWT5	FYB2
Q9UKT6	FBXL21
Q4VC44	FLYWCH1
Q8WXT5	FOXD4L4
Q9UF56	FBXL17
P59646	FXYD4
Q8N0W3	FUK
Q495W5	FUT11
Q9Y2I7	PIKFYVE
P53539	FOSB
Q99958	FOXC2
Q04609	FOLH1
Q12946	FOXF1
Q12947	FOXF2
Q9UPW0	FOXJ3
Q9C009	FOXQ1
Q0VG06	FAAP100
P32314	FOXN2
Q96QU4	FRG2B
A6NGY1	FRG2C
Q64ET8	FRG2
P02794	FTH1
O94915	FRYL
Q5H8C1	FREM1
Q96ME1	FBXL18
P09958	FURIN
P51114	FXR1
P51116	FXR2
Q9H469	FBXL15
Q6VB84	FOXD4L3
P51993	FUT6
P62683	ERVK-21
P22466	GAL
O60861	GAS7
Q5VVW2	GARNL3
Q14C86	GAPVD1
P17066	HSPA6
P31995	FCGR2C
Q5XUX0	FBXO31
Q5XX13	FBXW10
Q9NRD0	FBXO8
Q9Y297	BTRC
P12319	FCER1A
Q96PJ5	FCRL4
Q86WN1	FCHSD1
Q92914	FGF11
Q92913	FGF13
Q9NVK5	FGFR1OP2
Q8TAT2	FGFBP3
O60258	FGF17
Q2V2M9	FHOD3
P36980	CFHR2
Q5HY92	FIGN
Q13643	FHL3
Q6UN15	FIP1L1
Q9Y3D6	FIS1
Q9NYL4	FKBP11
Q9NWM8	FKBP14
Q13451	FKBP5
Q15007	WTAP
Q8NFG4	FLCN
P55317	FOXA1
P15328	FOLR1
Q9P0K8	FOXJ2
Q6IN97	FRMPD2B
Q5SYB0	FRMPD1
Q6ZUT3	FRMD7
P42685	FRK
Q8N475	FSTL5
P19883	FST
Q5CZC0	FSIP2
Q8N4E7	FTMT
Q96AE4	FUBP1
Q96IV6	FAXDC2
P62685	ERVK-8
Q8NCL4	GALNT6
Q96C23	GALM
O43603	GALR2
P01350	GAST
P55064	AQP5
P18085	ARF4
P62330	ARF6
Q92974	ARHGEF2
Q9NR81	ARHGEF3
Q14865	ARID5B
Q14155	ARHGEF7
P40616	ARL1
P36404	ARL2
Q8IW93	ARHGEF19
Q8NDY3	ADPRHL1
Q0P5N6	ARL16
Q8IVW1	ARL17A
Q8IVW1	ARL17B
Q8IVW6	ARID3B
P29374	ARID4A
Q13231	CHIT1
O14757	CHEK1
O96017	CHEK2
P58335	ANTXR2
Q75V66	ANO5
Q4KMQ2	ANO6
Q92870	APBB2
O60678	PRMT3
Q02410	APBA1
P09525	ANXA4
Q8N7Z5	ANKRD31
Q96LR9	APOLD1
Q9H1A4	ANAPC1
Q53RT3	ASPRV1
O15143	ARPC1B
P55087	AQP4
Q8IWT0	ZBTB8OS
P61204	ARF3
Q6ZSZ5	ARHGEF18
Q9Y4X5	ARIH1
Q96KC2	ARL5B
Q9H0F7	ARL6
Q99856	ARID3A
A6NKF2	ARID3C
Q4LE39	ARID4B
Q8WUX2	CHAC2
Q6NUI6	CHADL
Q7Z3E5	ARMC9
Q9NVT9	ARMC1
Q5T2E6	ARMH3
Q5W041	ARMC3
Q9Y6H1	CHCHD2
Q9BSY4	CHCHD5
Q12873	CHD3
Q8TDI0	CHD5
Q8TD26	CHD6
Q3L8U1	CHD9
Q8NE62	CHDH
O00203	AP3B1
Q9Y2G4	ANKRD6
Q99873	PRMT1
Q5VYY1	ANKRD22
Q96NW4	ANKRD27
O43299	AP5Z1
Q9NYG5	ANAPC11
P12429	ANXA3
Q96CW1	AP2M1
Q9UJX3	ANAPC7
Q8N9B4	ANKRD42
Q8N8A2	ANKRD44
Q8J025	APCDD1
Q8WVL7	ANKRD49
Q92747	ARPC1A
O15335	CHAD
Q96JM3	CHAMP1
Q8N2F6	ARMC10
Q5T9G4	ARMC12
Q8NEN0	ARMC2
Q6P1M9	ARMCX5
P0C7Q2	ARMS2
Q9H993	ARMT1
Q96BP2	CHCHD1
O14646	CHD1
Q9P2D1	CHD7
Q9UJX4	ANAPC5
P04114	APOB
Q5TZF3	ANKRD45
Q6NSI1	ANKRD26P1
Q8N6H7	ARFGAP2
P84077	ARF1
P78540	ARG2
Q5SW96	LDLRAP1
A1IGU5	ARHGEF37
Q9NXL2	ARHGEF38
Q8TER5	ARHGEF40
Q7Z628	NET1
Q9Y4B4	RAD54L2
O15013	ARHGEF10
P36405	ARL3
Q8NFD5	ARID1B
P40617	ARL4A
Q6T311	ARL9
Q96DR7	ARHGEF26
Q8N6T3	ARFGAP1
Q9HCE6	ARHGEF10L
Q9NR80	ARHGEF4
Q12774	ARHGEF5
Q92888	ARHGEF1
Q9NZN5	ARHGEF12
O94989	ARHGEF15
O43488	AKR7A2
O95154	AKR7A3
Q969Q4	ARL11
Q9NXU5	ARL15
A6NH57	ARL5C
O95376	ARIH2
Q03989	ARID5A
Q9BUX1	CHAC1
Q30167	HLA-DRB1
Q95365	HLA-B
P30480	HLA-B
Q7L8J4	SH3BP5L
P16190	HLA-A
Q969T7	NT5C3B
P11171	EPB41
P49902	NT5C2
Q5TYW2	ANKRD20A1
Q9NPC4	A4GALT
Q70Z44	HTR3D
Q9Y478	PRKAB1
P30542	ADORA1
P28223	HTR2A
Q2M3G0	ABCB5
Q7L211	ABHD13
P30926	CHRNB4
P32297	CHRNA3
A2A2Z9	ANKRD18B
P39687	ANP32A
Q8NI99	ANGPTL6
A6NCL7	ANKRD33B
Q9H560	ANKRD19P
Q9NR22	PRMT8
Q6IWH7	ANO7
P10398	ARAF
Q9Y2Y0	ARL2BP
P05089	ARG1
P01019	AGT
Q9BZ19	ANKRD60
Q15327	ANKRD1
Q96N21	TEPSIN
Q9UKU9	ANGPTL2
Q6ZW76	ANKS3
Q9UPS8	ANKRD26
Q9BYT9	ANO3
Q8N8V4	ANKS4B
Q32M45	ANO4
Q9Y2T2	AP3M1
P27338	MAOB
P02655	APOC2
Q3SXY8	ARL13B
Q96P48	ARAP1
A5YM69	ARHGEF35
Q6Q4G3	LVRN
P50995	ANXA11
A6NGH8	ANKRD61
Q9GZV1	ANKRD2
O14727	APAF1
Q92527	ANKRD7
Q5XXA6	ANO1
Q6P2P2	PRMT9
Q9BXS5	AP1M1
Q9HDC9	APMAP
Q92572	AP3S1
Q9BZZ5	API5
Q7Z713	ANKRD37
P02654	APOC1
Q06481	APLP2
Q9BWW9	APOL5
Q9BWW8	APOL6
Q9NP61	ARFGAP3
Q5CZ79	ANKRD20A8P
Q9UKV5	AMFR
Q9BTT0	ANP32E
Q8IV38	ANKMY2
Q9NU02	ANKEF1
P19801	AOC1
P04083	ANXA1
A6NF34	ANTXRL
Q6VUC0	TFAP2E
P53680	AP2S1
P02647	APOA1
A6NM10	AQP12B
Q96IL0	APOPT1
P15408	FOSL2
A8MYZ6	FOXO6
Q2TB90	HKDC1
Q5VYV0	FOXB2
P85037	FOXK1
Q6ZNA5	FRRS1
Q8N878	FRMD1
A2A2Y4	FRMD3
P23945	FSHR
A1L4K1	FSD2
O95954	FTCD
Q96A29	SLC35C1
Q13070	GAGE6
O76087	GAGE7
Q9H4G4	GLIPR2
Q9H2C0	GAN
Q9H706	GAREM1
Q8TET4	GANC
P31644	GABRA5
Q96PP8	GBP5
Q9UBI6	GNG12
A0A1W2PPG7	GNG14
Q9NZC3	GDE1
P35573	AGL
P55107	GDF10
O95390	GDF11
Q99988	GDF15
P27539	GDF1
Q9UK05	GDF2
Q9NR23	GDF3
Q5U4N7	GDF5OS
P43026	GDF5
Q6KF10	GDF6
Q7Z4P5	GDF7
Q9NQX3	GPHN
P56159	GFRA1
A6NGU5	GGT3P
P62841	RPS15
P61254	RPL26
P62701	RPS4X
P22090	RPS4Y1
Q8TD47	RPS4Y2
P83881	RPL36A
Q969Q0	RPL36AL
P46782	RPS5
P06737	PYGL
W6CW81	PYDC5
Q9Y3U8	RPL36
Q7Z5L2	R3HCC1L
O43502	RAD51C
Q9Y620	RAD54B
P61513	RPL37A
P61026	RAB10
P51157	RAB28
P51153	RAB13
Q96AX2	RAB37
P61020	RAB5B
Q96QF0	RAB3IP
Q92930	RAB8B
Q3YEC7	RABL6
Q96EH5	RPL39L
P36578	RPL4
Q15283	RASA2
Q14644	RASA3
Q7Z444	ERAS
Q02833	RASSF7
Q9UL26	RAB22A
Q9NYW8	RBAK
P51159	RAB27A
Q14088	RAB33A
Q14964	RAB39A
Q96DA2	RAB39B
B7ZAP0	RABGAP1L
Q5R372	RABGAP1L
Q6ZSC3	RBM43
Q8IUH3	RBM45
Q86U06	RBM23
Q15311	RALBP1
P98175	RBM10
O00559	EBAG9
Q8N3Y7	SDR16C5
P06400	RB1
Q969Q5	RAB24
Q9ULW5	RAB26
A6NKH3	RPL37AP8
O95755	RAB36
Q8WUD1	RAB2B
P57729	RAB38
Q13636	RAB31
O95716	RAB3D
Q9NP72	RAB18
Q9NRW1	RAB6B
Q9H0N0	RAB6C
Q53S08	RAB6D
Q92928	RAB1C
Q96AH8	RAB7B
Q9H5N1	RABEP2
P60763	RAC3
O60216	RAD21
Q9NS91	RAD18
Q92878	RAD50
Q92698	RAD54L
Q6WBX8	RAD9B
P39023	RPL3
Q9UKM9	RALY
Q7Z5J4	RAI1
Q9H6Z4	RANBP3
P11233	RALA
P62834	RAP1A
Q9Y272	RASD1
O43374	RASA4
Q86YV0	RASAL3
O14807	MRAS
P50749	RASSF2
Q9H2L5	RASSF4
Q8NHQ8	RASSF8
P28749	RBL1
P78332	RBM6
Q9BTD8	RBM42
Q8TC12	RDH11
Q9H6L5	RETREG1
P32969	RPL9
P32969	RPL9P7
P32969	RPL9P8
P32969	RPL9P9
Q86X10	RALGAPB
O95398	RAPGEF3
O95602	POLR1A
P47736	RAP1GAP
Q9Y6X1	SERP1
Q9NSC7	ST6GALNAC1
Q8NDV1	ST6GALNAC3
Q9BVH7	ST6GALNAC5
Q969X2	ST6GALNAC6
Q92185	ST8SIA1
Q92186	ST8SIA2
O43173	ST8SIA3
Q92187	ST8SIA4
P61647	ST8SIA6
Q9HAT2	SIAE
Q8IUQ4	SIAH1
O43255	SIAH2
Q8IW03	SIAH3
P21815	IBSP
Q9NR45	NANS
P15907	ST6GAL1
Q96JF0	ST6GAL2
Q11203	ST3GAL3
Q9UNP4	ST3GAL5
Q8NBJ9	SIDT2
Q96RL6	SIGLEC11
Q96PQ1	SIGLEC12
Q08ET2	SIGLEC14
Q6IA17	SIGIRR
Q8N7X8	SIGLECL1
O15389	SIGLEC5
Q9Y286	SIGLEC7
P57059	SIK1
P62917	RPL8
P12271	RLBP1
P05386	RPLP1
O00237	RNF103
Q8N7C7	RNF148
Q96GF1	RNF185
Q9NV58	RNF19A
Q6ZMZ0	RNF19B
P34096	RNASE4
Q495C1	RNF212
Q969K3	RNF34
Q9Y225	RNF24
O60930	RNASEH1
P10155	TROVE2
Q8N5L8	RPP25L
P30876	POLR2B
Q9H1A7	POLR2J3
P61218	POLR2F
Q16518	RPE65
O43304	SEC14L5
B5MCN3	SEC14L6
Q16348	SLC15A2
Q9NZE8	MRPL35
P49406	MRPL19
Q9BYD1	MRPL13
Q7Z7F7	MRPL55
Q96G75	RMND5B
Q96DV4	MRPL38
Q9P015	MRPL15
Q96LZ7	RMDN2
Q96FL8	SLC47A1
Q8WU17	RNF139
Q9H6Y7	RNF167
Q9H1E1	RNASE7
Q86VV4	RANBP3L
Q96K19	RNF170
Q9H2S5	RNF39
Q9P1U0	ZNRD1
Q9H9Y2	RPF1
Q9H1D9	POLR3F
P52815	MRPL12
Q9H2W6	MRPL46
Q9H871	RMND5A
O75526	RBMXL2
Q9NTX7	RNF146
Q86T96	RNF180
Q8N6D2	RNF182
Q16540	MRPL23
Q96D59	RNF183
Q9ULX5	RNF112
Q2KHN1	RNF151
Q5TA31	RNF187
Q8N8N0	RNF152
Q8WVD5	RNF141
Q96PX1	RNF157
Q96A37	RNF166
A6NCQ9	RNF222
Q8IYW5	RNF168
Q2M238	RRN3P1
A6NIE6	RRN3P2
Q8IVN8	SBSPON
O43567	RNF13
O75792	RNASEH2A
Q5M7Z0	RNFT1
Q5GAN6	RNASE10
O00584	RNASET2
Q9BUI4	POLR3C
O14802	POLR3A
Q9Y4G8	RAPGEF2
P0DPB6	POLR1D
Q9BWH6	RPAP1
Q684P5	RAP1GAP2
Q92834	RPGR
P09001	MRPL3
Q86TS9	MRPL52
Q9BRJ2	MRPL45
Q9P0J6	MRPL36
Q4U2R6	MRPL51
Q9H920	RNF121
Q9NQ50	MRPL40
Q7Z2W9	MRPL21
Q9NWU5	MRPL22
Q8WVZ7	RNF133
Q8ND24	RNF214
Q8NCN4	RNF169
Q15287	RNPS1
P19474	TRIM21
Q8WZ75	ROBO4
P22626	HNRNPA2B1
O15318	POLR3G
O75575	CRCP
Q9Y2J0	RPH3A
P19387	POLR2C
Q9HBY8	SGK2
Q9UHA3	RSL24D1
Q9BYT1	SLC17A9
P41440	SLC19A1
Q8TE82	SH3TC1
Q96GC5	MRPL48
Q96JW4	SLC41A2
Q9Y2W3	SLC45A1
Q5W0B1	RNF219
Q93091	RNASE6
A6NIN4	RNF227
P60153	RNASE9
Q9H0X6	RNF208
A6NFY7	SDHAF1
Q5GAN4	RNASE12
Q9HAU8	RNPEPL1
P09651	HNRNPA1
Q9BZX4	ROPN1B
P53803	POLR2K
Q9GZM3	POLR2J2
P05423	POLR3D
P0DPB5	POLR1D
P19388	POLR2E
Q9H628	RERGL
Q6NUM9	RETSAT
A6NFN3	RBFOX3
Q92963	RIT1
Q99578	RIT2
P62906	RPL10A
Q9UNX3	RPL26L1
P46779	RPL28
P62861	FAU
P61247	RPS3A
P23396	RPS3
P84098	RPL19
Q16378	PRR4
O43490	PROM1
P27918	CFP
O43272	PRODH
O43395	PRPF3
Q92620	DHX38
P02810	PRH1
P02810	PRH2
Q9ULL5	PRR12
Q96M27	PRRC1
P28074	PSMB5
P49720	PSMB3
P01270	PTH
Q8N4Q0	ZADH2
Q03431	PTH1R
Q9Y3E5	PTRH2
P11498	PC
Q56P42	PYDC2
P0DJD4	RBMY1C
Q96D15	RCN3
Q7Z3Z2	RD3
Q96D71	REPS1
Q13156	RPA4
O00287	RFXAP
Q86UR5	RIMS1
Q06587	RING1
P31350	RRM2
P50914	RPL14
Q07020	RPL18
P61353	RPL27
Q96K30	RITA1
P27635	RPL10
P40429	RPL13A
P62244	RPS15A
Q5VWM6	PRAMEF13
O95521	PRAMEF1
Q5VXH4	PRAMEF6
Q5VXH5	PRAMEF7
Q96QH2	PRAM1
P57071	PRDM15
P86480	PRR20D
P86478	PRR20E
P02812	PRB2
Q04118	PRB3
Q92954	PRG4
Q9UKN5	PRDM4
P30041	PRDX6
Q9H606	PRORY
O94906	PRPF6
Q9NV39	PRR34
Q86UA1	PRPF39
A6NEC2	NPEPPSL1
O00231	PSMD11
Q9NYI0	PSD3
O00487	PSMD14
Q02543	RPL18A
P11465	PSG2
Q00887	PSG9
Q14997	PSME4
P48556	PSMD8
Q969U7	PSMG2
Q5JS54	PSMG4
Q3KNS1	PTCHD3
Q8N8N7	PTGR2
Q9BZE2	PUS3
Q9P2K3	RCOR3
P18754	RCC1
Q5TC82	RC3H1
Q92781	RDH5
P61571	ERVK-21
O95072	REC8
P61573	ERVK-9
Q8NFH8	REPS2
Q9BWE0	REPIN1
Q9UGC7	MTRF1L
Q92900	UPF1
O75570	MTRF1
Q8IUW5	RELL1
Q86VR2	RETREG3
Q9NZL6	RGL1
O43251	RBFOX2
O15211	RGL2
Q08116	RGS1
Q6PCD5	RFWD3
O75678	RFPL2
O76021	RSL1D1
A0A0J9YXQ4	PNMA6E
P29590	PML
Q92871	PMM1
A6NKT7	RGPD3
Q86X27	RALGPS2
O14921	RGS13
Q12837	POU4F2
Q9UNP9	PPIE
Q13427	PPIG
Q9H2H8	PPIL3
P26678	PLN
O75688	PPM1B
O15297	PPM1D
Q8WY54	PPM1E
P49593	PPM1F
Q8N819	PPM1N
Q8N3J5	PPM1K
Q9NQV8	PRDM8
Q9NQV7	PRDM9
Q5SWL8	PRAMEF19
Q9H4Q3	PRDM13
P78395	PRAME
Q5JRX3	PITRM1
A3QJZ7	PRAMEF27
P32119	PRDX2
Q70Z35	PREX2
Q8N945	PRELID2
P78527	PRKDC
O43900	PRICKLE3
P01236	PRL
Q86SH4	PRNT
Q13546	RIPK1
O43353	RIPK2
Q8NHR9	PFN4
P04070	PROC
P0CG20	PRR35
Q96HE9	PRR11
Q7Z5A4	PRSS42
Q6ZR98	PRSS43
E7EML9	PRSS44
A6NJB7	PRR19
P62191	PSMC1
B1ATL7	PRR32
Q2L4Q9	PRSS53
Q6PEW0	PRSS54
P0CW18	PRSS56
Q8IYP2	PRSS58
A4D1T9	PRSS37
Q2VWP7	PRTG
Q86XN7	PROSER1
Q8N3S3	PHTF2
O14813	PHOX2A
P46063	RECQL
Q9BSJ6	PIMREG
Q96PX9	PLEKHG4B
P0C851	PIRT
Q6ZWE6	PLEKHM3
Q9GZP4	PITHD1
Q9H8W4	PLEKHF2
Q9BZ71	PITPNM3
P42338	PIK3CB
O60240	PLIN1
O14939	PLD2
Q96N28	PRELID3A
Q9Y3B1	PRELID3B
Q15147	PLCB4
Q96BZ4	PLD4
Q9NRZ7	AGPAT3
Q6P1K2	PMF1
Q9UKI9	POU2F3
Q9NP85	NPHS2
Q9P215	POGK
Q9UQG0	ERVK-11
Q9QC07	ERVK-18
P63135	ERVK-7
P78424	POU6F2
O94844	RHOBTB1
Q96G03	PGM2
Q8IXK0	PHC2
Q53GA4	PHLDA2
Q6NSJ2	PHLDB3
Q7RTV0	PHF5A
Q8TCT1	PHOSPHO1
Q8TCD6	PHOSPHO2
Q9UKJ1	PILRA
Q9BX97	PLVAP
Q13670	PMS2P11
P11086	PNMT
Q7Z3J3	RGPD4
P00491	PNP
O14924	RGS12
Q8NBT0	POC1A
Q8NA72	POC5
O60683	PEX10
P50542	PEX5
P10720	PF4V1
Q96HS1	PGAM5
P15259	PGAM2
Q96LB9	PGLYRP3
Q8N6C7	MIR7-3HG
Q32NB8	PGS1
Q99623	PHB2
Q8NDX5	PHC3
Q8WWQ0	PHIP
Q9BUL5	PHF23
P78562	PHEX
Q86UU1	PHLDB1
A4D2B8	PMS2P1
O95744	PMS2P2
Q8TBY8	PMFBP1
P55058	PLTP
Q96PV4	PNMA5
Q5JS13	RALGPS1
P0CW24	PNMA6A
Q9ULN7	PNMA8B
A0A1B0GUJ8	PNMA8C
Q8ND90	PNMA1
O94810	RGS11
Q9UGC6	RGS17
Q9NPJ4	PNRC2
Q15319	POU4F3
P15428	HPGD
Q96DM1	PGBD4
Q8N0Y7	PGAM4
P16234	PDGFRA
Q9NWQ8	PAG1
P80108	GPLD1
C9JFL3	PHGR1
Q92561	PHYHIP
Q6ZR37	PLEKHG7
Q86WI1	PKHD1L1
Q96JA3	PLEKHA8
O95397	PLEKHA8P1
P08F94	PKHD1
Q6UW15	REG3G
Q9BYZ8	REG4
Q9H7P9	PLEKHG2
P78337	PITX1
Q7Z3Z3	PIWIL3
Q8N2A8	PLD6
P51178	PLCD1
O43808	SLC25A17
Q9NZ42	PSENEN
O75192	PEX11A
P12955	PEPD
Q96HA9	PEX11G
P07202	TPO
P41219	PRPH
Q96FX8	PERP
Q96GW7	BCAN
P98160	HSPG2
P16112	ACAN
P35354	PTGS2
P07205	PGK2
Q15198	PDGFRL
A6NDG6	PGP
Q99943	AGPAT1
Q9NRZ5	AGPAT4
Q01970	PLCB3
Q00G26	PLIN5
Q8N7P1	PLD5
P07738	BPGM
Q13401	PMS2P3
Q68D20	PMS2CL
O15305	PMM2
Q8N2H9	PELI3
Q9H1Q7	PCED1A
Q96RR1	TWNK
Q8NEN9	PDZD8
P11678	EPX
Q9UHJ9	PGAP2
P23219	PTGS1
Q93062	RBPMS
O15173	PGRMC2
Q9H0N5	PCBD2
Q9P1Y6	PHRF1
Q9UMS5	PHTF1
Q13526	PIN1
P22061	PCMT1
Q9NWT1	PAK1IP1
Q8TDX9	PKD1L1
